player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,dominance__cpm,position,ath__athleticism_source
Yuki Kawamura,80.625,68,154,71,30,0.066666667,0.066666667,0.1,0.1,0.666666667,0.766666667,0.133333333,0.5,0.666666667,0.333333333,0.3,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
AJ Johnson,70.22,77,160,80.5,213,0.370892019,0.183098592,0.023474178,0.056338028,0.356807512,0.41314554,0.55399061,0.569620253,0.2,0.416666667,0.25,639,5.9,0.59,55.1,0.284863436,1.9,-1.3,9.5,25.7,0,0,0,0,0,0,-3.6,G,measured
Trae Young,80.625,73,164,75,1376,0.159156977,0.261627907,0.112645349,0.037063953,0.425872093,0.462936047,0.420784884,0.525114155,0.451612903,0.431372549,0.332764505,2739,9.1,0.91,73,0.93485676,6.6,-2.6,10.3,47.5,0,0,5.9,6.9,1.4,2.6,0.9,G,imputed
Isaiah Joe,80.625,75,165,79.5,588,0.085034014,0.057823129,0.06462585,0.151360544,0.641156463,0.792517007,0.142857143,0.76,0.394736842,0.561797753,0.376657825,1604,4.1,0.41,73.3,0.269895551,9.2,0.1,0,4.8,9.4,0,32.4,16.2,6.6,8,1.7,G,imputed
Bones Hyland,80.625,74,169,81.5,118,0.127118644,0.06779661,0.110169492,0.06779661,0.618644068,0.686440678,0.194915254,0.533333333,0.384615385,0.5,0.383561644,239,4.1,0.41,59.91,0.619118618,6,-0.146052632,18.8,30.9,0,0,15.4,6.7,0,0,-0.125,G,imputed
Ja Morant,80.625,74,174,78,889,0.293588301,0.310461192,0.075365579,0.059617548,0.255343082,0.31496063,0.604049494,0.62835249,0.47761194,0.320754717,0.31277533,1519,7.1,0.71,60,0.862024622,2.1,-0.1,17.8,28.5,0,1.3,13.7,1.6,1.2,1.7,2.7,F,imputed
Chris Paul,78.83,72,175,76,583,0.02915952,0.111492281,0.222984563,0.084048027,0.548885077,0.632933105,0.140651801,0.823529412,0.469230769,0.346938776,0.384375,2292,10,1,72.4,0.410869673,9.4,0.7,12.5,38.9,0,0,19.5,4,0,0,1.3,G,measured
Dennis Schroder,71.18,73,175,79.75,827,0.187424426,0.195888755,0.166868198,0.043530834,0.401451028,0.444981862,0.38331318,0.561290323,0.463768116,0.5,0.328313253,2105,7.6,0.76,64,0.51557302,5.7,-0.7,12.96666667,38.5,0,0,19.8,8.4,0,3.8,-1,G,measured
Keon Ellis,68.69,76,175,80.5,464,0.135775862,0.107758621,0.064655172,0.232758621,0.459051724,0.691810345,0.243534483,0.793650794,0.333333333,0.5,0.399061033,1948,3.7,0.37,71.8,0.139730666,7.6,2.3,1.9,6.5,2.5,0,43.6,6,3,1.8,2.2,F,measured
Mike Conley,83.92,73,175,77.75,468,0.11965812,0.16025641,0.057692308,0.188034188,0.472222222,0.66025641,0.27991453,0.535714286,0.185185185,0.5,0.375565611,1756,9,0.9,74.3,0.333142024,9.5,1.2,2.8,29.2,0,0,30.9,10.4,0,5.5,1.5,G,measured
Rob Dillingham,80.625,74,175,75,211,0.279620853,0.227488152,0.142180095,0.056872038,0.293838863,0.3507109,0.507109005,0.627118644,0.266666667,0.5,0.306451613,516,6.9,0.69,47,0.524261308,0.3,-1.5,10.7,35.9,0,0,20.7,4.8,0,0,-3.5,G,imputed
Tre Mann,80.625,75,178,76,161,0.322981366,0.198757764,0.105590062,0.093167702,0.279503106,0.372670807,0.52173913,0.442307692,0.411764706,0.4,0.4,319,4.2,0.42,59.91,0.54666241,3.2,-0.146052632,12.4,41.8,0,0,15.5,5.7,0,0,-0.125,G,imputed
A.J. Lawson,80.625,78,179,82,190,0.363157895,0.089473684,0.015789474,0.189473684,0.342105263,0.531578947,0.452631579,0.565217391,0.333333333,0.305555556,0.338461538,486,3,0.3,59.91,0.306501258,1.3,-0.146052632,0,6.5,0,0,0,5.6,9.9,0,-0.125,G,imputed
Jose Alvarado,80.625,72,179,73,521,0.151631478,0.214971209,0.040307102,0.122840691,0.468330134,0.591170825,0.366602687,0.544303797,0.428571429,0.359375,0.360655738,1366,7.7,0.77,63.6,0.46494584,5,0.7,5.8,34.2,1.6,0,28.1,4.7,2.1,1.7,0.7,G,imputed
Craig Porter Jr.,80.625,73,180,76,140,0.4,0.171428571,0.085714286,0.092857143,0.235714286,0.328571429,0.571428571,0.660714286,0.25,0.384615385,0.454545455,513,6.4,0.64,54.2,0.309452118,2.5,-0.4,6.3,33.3,0,0,18.2,6.8,6.3,0,-1.5,G,imputed
Dejounte Murray,80.625,76,180,82,494,0.222672065,0.218623482,0.206477733,0.058704453,0.293522267,0.352226721,0.441295547,0.554545455,0.392156863,0.344827586,0.289655172,1012,7.4,0.74,57.6,0.678773487,2.1,-0.8,12.9,43.1,0,0,15.7,4.3,0,2.2,-0.8,G,imputed
Ja'Kobe Walter,82.23,76,180,82,393,0.282442748,0.167938931,0.076335878,0.147582697,0.320610687,0.468193384,0.450381679,0.477477477,0.433333333,0.327586207,0.365079365,1103,3,0.3,59.2,0.267818697,0.9,-0.5,0,13.4,2.1,0,32,6.7,6.7,5,-1.8,G-F,measured
Jamaree Bouyea,80.625,74,180,77,12,0.333333333,0.25,0,0,0.416666667,0.416666667,0.583333333,0.75,0,0,0.2,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
LaMelo Ball,80.625,79,180,80,1003,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505,7.1,0.71,73.1,0.984539424,5.9,-1.7,10.6,37.2,0,0,14,8,0,3.2,1.3,F,imputed
Malaki Branham,78.43,76,180,82,190,0.221052632,0.205263158,0.131578947,0.089473684,0.352631579,0.442105263,0.426315789,0.761904762,0.32,0.470588235,0.388059701,427,3.2,0.32,56.07222222,0.432882838,5.2,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Patty Mills,70.11,74,180,74,96,0.052083333,0.072916667,0.09375,0.125,0.65625,0.78125,0.125,0.6,0.444444444,0.5,0.317460317,321,3.3,0.33,56.07222222,0.214735439,5.8,0.144859813,0,18.3,0,0,21.5,11.8,0,0,-0.009009009,F,measured
Ryan Rollins,76.5,75,180,81.75,271,0.265682657,0.173431734,0.118081181,0.191881919,0.250922509,0.442804428,0.439114391,0.666666667,0.40625,0.480769231,0.352941176,820,5.6,0.56,62.4,0.351729771,5.8,1.5,6.4,24.3,0,0,27.2,6.7,0,0,0.4,G,measured
Cameron Payne,76.32,75,183,79.25,446,0.170403587,0.192825112,0.062780269,0.062780269,0.511210762,0.573991031,0.3632287,0.473684211,0.321428571,0.321428571,0.368421053,1090,7.9,0.79,71,0.500809994,7.5,0,4.2,38.4,0,0,26.3,5,0,2.5,0.6,G,measured
Monte Morris,70.9,74,183,76,195,0.102564103,0.302564103,0.153846154,0.21025641,0.230769231,0.441025641,0.405128205,0.65,0.466666667,0.365853659,0.355555556,571,6.3,0.63,62.2,0.345135231,6.6,-0.2,0,27,0,0,38.4,0,0,0,-0.3,G,measured
Aaron Holiday,69.67,72,185,79.5,268,0.082089552,0.160447761,0.082089552,0.134328358,0.537313433,0.671641791,0.242537313,0.727272727,0.5,0.472222222,0.381944444,792,4.8,0.48,66.8,0.301146293,6.1,0.5,3.7,22.4,0,0,37.3,3.7,0,5.3,-0.1,G,measured
Adam Flagler,81.44,75,185,78,96,0.0625,0.083333333,0.104166667,0.09375,0.65625,0.75,0.145833333,0.666666667,0.5,0,0.222222222,203,2.8,0.28,59.91,0.285059776,0.1,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Cole Anthony,80.625,74,185,76.5,543,0.184162063,0.26335175,0.151012891,0.062615101,0.335174954,0.397790055,0.447513812,0.61,0.353658537,0.441176471,0.340659341,1234,5.6,0.56,62.9,0.545753221,4,0.3,7.9,32.6,1.9,0,20.8,4.9,1.4,1.7,-0.3,G,imputed
Daniss Jenkins,80.625,75,185,79,10,0.3,0,0,0.2,0.5,0.7,0.3,0.666666667,0,0,0.2,0,0,0,56.51612903,0,5,-0.041935484,0,0,0,0,0,0,0,0,-0.483870968,G-F,imputed
De'Aaron Fox,80.625,75,185,78.5,1163,0.20894239,0.296646604,0.166809974,0.056749785,0.269131556,0.325881341,0.505588994,0.658436214,0.412371134,0.348484848,0.303514377,2241,6,0.6,60.2,0.664711552,1.5,-0.6,14.95,25.8,0,0.9,14.5,9.75,4.3,2,1.4,G,imputed
Delon Wright,75.33,77,185,79.5,131,0.27480916,0.145038168,0.022900763,0.160305344,0.396946565,0.557251908,0.419847328,0.555555556,0.666666667,0.428571429,0.211538462,635,7.8,0.78,41.3,0.139734351,2.7,2,0,25.95,0,0,37.7,0,0,0,0.9,G-F,measured
Isaiah Stevens,80.625,72,185,75,2,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Jaden McDaniels,85.83,81,185,83,834,0.298561151,0.241007194,0.097122302,0.195443645,0.164268585,0.35971223,0.539568345,0.706827309,0.419753086,0.319018405,0.350364964,2614,3.4,0.34,57.3,0.21735083,5.2,1.6,1.8,8.3,3.4,0,45.1,2.8,7,2.3,1.3,F,imputed
Jahmir Young,80.625,73,185,75,5,0.6,0,0,0,0.4,0.4,0.6,1,0,0,0.5,0,0,0,39.91714286,0,5,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,imputed
Jeff Dowtin Jr.,80.625,75,185,78,230,0.260869565,0.239130435,0.195652174,0.073913043,0.230434783,0.304347826,0.5,0.583333333,0.466666667,0.411764706,0.396226415,621,6.5,0.65,55,0.374213392,3.5,-0.7,19.2,30.6,0,0,18.1,4.9,0,0,-1,F,imputed
Jordan McLaughlin,80.625,71,185,76.5,72,0.138888889,0.138888889,0.083333333,0.180555556,0.444444444,0.625,0.277777778,0.6,0.5,0.230769231,0.5,314,8.4,0.84,59.91,0.275507347,6.7,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Keaton Wallace,80.625,75,185,79,162,0.098765432,0.283950617,0.111111111,0.061728395,0.438271605,0.5,0.382716049,0.5625,0.222222222,0.4,0.323943662,501,7.4,0.74,60.5,0.315661203,5.5,0.144859813,9.5,27.5,0,0,30.5,5.5,0,0,-1.7,F,imputed
Keon Johnson,98.48,77,185,79.25,779,0.283697047,0.14762516,0.053915276,0.15661104,0.355584082,0.512195122,0.431322208,0.542986425,0.428571429,0.319672131,0.314079422,1925,3.7,0.37,55.5,0.364078828,2.1,-0.7,7.8,13.7,0,0,36,6.3,2.8,2.9,-2.8,F,measured
Keyonte George,80.625,76,185,78,919,0.109902067,0.249183896,0.089227421,0.080522307,0.471164309,0.551686616,0.359085963,0.613861386,0.353658537,0.486486486,0.318706697,2109,7,0.7,65.8,0.56598702,3.7,-3.3,11.8,31.6,1.1,0,17.8,9.6,2.5,5.2,-3.6,F,imputed
Mac McClung,80.625,74,185,74,2,0,0.5,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Nick Smith Jr.,80.625,74,185,80,568,0.079225352,0.251760563,0.13028169,0.112676056,0.424295775,0.536971831,0.330985915,0.577777778,0.418918919,0.359375,0.336099585,1369,4.6,0.46,70.4,0.371297663,4.9,-1.8,6.4,27.7,4.5,0,26.6,8.2,1.8,3.7,-3.9,G,imputed
Ousmane Dieng,85.83,81,185,84,125,0.232,0.144,0.056,0.176,0.392,0.568,0.376,0.655172414,0.428571429,0.318181818,0.326530612,405,4.3,0.43,56.07222222,0.210254531,3.4,0.144859813,0,12,9.3,0,40,0,0,0,-0.009009009,F,imputed
Quenton Jackson,80.625,77,185,80,122,0.524590164,0.090163934,0.057377049,0.106557377,0.221311475,0.327868852,0.614754098,0.578125,0.142857143,0.307692308,0.407407407,381,6.9,0.69,59.91,0.349879502,3.6,-0.146052632,0,19.7,0,0,24.2,0,8.3,0,-0.125,G,imputed
RayJ Dennis,80.625,74,185,76,33,0.060606061,0.242424242,0.060606061,0.090909091,0.515151515,0.606060606,0.303030303,1,1,0,0.352941176,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Reece Beekman,80.54,75,185,80,107,0.355140187,0.224299065,0.046728972,0.14953271,0.224299065,0.373831776,0.579439252,0.552631579,0.2,0.25,0.125,469,7.8,0.78,59.91,0.180425098,0.5,-0.146052632,0,23.4,0,0,0,7.3,0,0,-0.125,G,measured
Reed Sheppard,80.96,74,185,75.25,239,0.10041841,0.158995816,0.146443515,0.10041841,0.493723849,0.594142259,0.259414226,0.625,0.314285714,0.25,0.355932203,654,4.9,0.49,59.7,0.306477885,2.4,0,4.6,23.7,0,0,26.1,10.6,0,6.4,-2.1,F,measured
Scotty Pippen Jr.,76.81,73,185,75,594,0.326599327,0.276094276,0.028619529,0.079124579,0.287878788,0.367003367,0.602693603,0.618556701,0.352941176,0.510638298,0.368421053,1683,8.1,0.81,52.7,0.488075038,5.9,1.9,4,12.6,1.7,0,31.8,3.2,5.9,0,1.5,G,measured
Seth Curry,80.625,73,185,76,343,0.093294461,0.119533528,0.256559767,0.172011662,0.358600583,0.530612245,0.212827988,0.75,0.488636364,0.542372881,0.414634146,1062,2.9,0.29,71.1,0.212213932,7.3,-0.6,4.1,15.6,4.6,0,34.4,14.6,0,8.7,-1.8,G,imputed
Stephen Curry,75.26,74,185,75.5,1258,0.128775835,0.144674086,0.103338633,0.067567568,0.550874404,0.618441971,0.273449921,0.641975309,0.5,0.482352941,0.388167388,2252,6.5,0.65,91.5,0.800556457,9.2,-0.9,8.3,25.4,1.1,0,12.5,8.9,5.2,17.1,4.1,G,measured
Tre Jones,80.625,73,185,76,238,0.445378151,0.298319328,0.054621849,0.100840336,0.100840336,0.201680672,0.743697479,0.679245283,0.384615385,0.458333333,0.333333333,905,9.7,0.97,57.3,0.346370168,6.3,0.5,5.7,24.95,0,0,26.2,0,0,0,1.1,G,imputed
Tyrese Haliburton,80.625,77,185,79.75,1006,0.130218688,0.157057654,0.154075547,0.043737575,0.505964215,0.549701789,0.287276342,0.717557252,0.483870968,0.431818182,0.390962672,2451,9.9,0.99,73.3,0.682623567,9.4,-0.1,9.5,38.4,0,0,15.5,8,0,3.3,4.4,F,imputed
Ziaire Williams,85.88,81,185,82.25,520,0.288461538,0.098076923,0.032692308,0.248076923,0.328846154,0.576923077,0.386538462,0.593333333,0.294117647,0.310077519,0.368421053,1541,2.5,0.25,62.6,0.24723089,3.2,-0.2,0,3.7,1.7,0,43.4,7.2,5.8,1.7,-1.3,F,measured
Alex Caruso,80.625,77,186,78,314,0.347133758,0.079617834,0.031847134,0.200636943,0.340764331,0.541401274,0.426751592,0.642201835,0.2,0.412698413,0.317757009,1041,7,0.7,59.9,0.274344763,6.4,3.8,0,5.9,6.5,0,41.2,0,10.2,0,4,G,imputed
Jalen Green,80.625,76,186,79.5,1437,0.242867084,0.145441893,0.151704941,0.051496173,0.40848991,0.459986082,0.388308977,0.641833811,0.362385321,0.378378378,0.350936968,2697,3.8,0.38,66.6,0.551220557,3.7,-1.7,11.4,42.8,0,0,13.5,7.1,1.7,2.5,-0.5,F,imputed
KJ Simpson,82.75,74,187,78,301,0.209302326,0.259136213,0.099667774,0.063122924,0.368770764,0.431893688,0.468438538,0.619047619,0.266666667,0.263157895,0.252252252,842,5.6,0.56,52.2,0.335435352,0.1,-1.3,6.3,32,0,0,24.6,7.1,0,0,-3.3,C-F,measured
Malik Beasley,80.625,76,187,79,1071,0.083099907,0.12605042,0.075630252,0.155929038,0.557422969,0.713352007,0.209150327,0.617977528,0.407407407,0.526946108,0.386934673,2283,2.6,0.26,62.6,0.372668149,6.3,-0.8,2.5,10.5,3.2,0,26.2,11.9,0.9,16.7,0.4,G,imputed
Brandon Boston,80.625,78,188,82.75,381,0.270341207,0.157480315,0.204724409,0.083989501,0.283464567,0.367454068,0.427821522,0.621359223,0.461538462,0.3125,0.361111111,0,0,0,59.91,0,5,-0.146052632,7.9,22.3,2.3,0,0,4.7,3.6,3.6,-0.125,G,imputed
Tyson Etienne,80.625,74,188,77,52,0.115384615,0.019230769,0.019230769,0.269230769,0.576923077,0.846153846,0.134615385,0.333333333,1,0.428571429,0.233333333,151,3.2,0.32,59.91,0.276253786,0.6,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Vasilije Micic,80.625,75,188,79,273,0.19047619,0.168498168,0.183150183,0.014652015,0.443223443,0.457875458,0.358974359,0.5,0.28,0.25,0.363636364,785,6.4,0.64,60.5,0.410176513,3,-1.1,5.2,54,0,0,15.6,6,0,0,-3.4,G,imputed
AJ Green,80.625,76,190,79,424,0.030660377,0.025943396,0.087264151,0.264150943,0.58490566,0.849056604,0.056603774,0.615384615,0.351351351,0.526785714,0.383064516,1659,4.4,0.44,69.5,0.135353808,9.3,0.4,0,5.9,5.3,0,39,16.5,0,9.5,-0.6,F,imputed
Aaron Wiggins,77.94,77,190,81.75,728,0.32967033,0.15521978,0.049450549,0.159340659,0.304945055,0.464285714,0.48489011,0.691666667,0.388888889,0.353448276,0.400900901,1744,3.5,0.35,65.8,0.34021964,6.4,-0.2,4.2,10.5,4.5,0,35,4.1,6.3,3.7,1.3,F,measured
Ajay Mitchell,77.21,77,190,78.25,184,0.293478261,0.304347826,0.076086957,0.097826087,0.222826087,0.320652174,0.597826087,0.62962963,0.428571429,0.388888889,0.390243902,597,5.7,0.57,58.6,0.270630376,7.3,0.4,0,27.5,0,0,28.8,6.1,7.4,0,-1.5,G,measured
Ben Sheppard,79.32,78,190,79.75,287,0.209059233,0.06271777,0.034843206,0.411149826,0.282229965,0.693379791,0.271777003,0.683333333,0.5,0.338983051,0.345679012,1228,5.3,0.53,61.6,0.10273258,5.4,-0.4,0,3.8,0,0,39,3.5,7.2,4.1,-1.6,G,measured
Blake Wesley,78.11,75,190,81.25,186,0.489247312,0.123655914,0.075268817,0.112903226,0.198924731,0.311827957,0.612903226,0.593406593,0.142857143,0.333333333,0.27027027,683,7.3,0.73,38.1,0.324510647,0.7,0.3,7.1,21.2,0,0,27.9,6.3,4.1,0,-1.7,G,measured
Brandon Ingram,85.83,80,190,87,333,0.159159159,0.192192192,0.303303303,0.033033033,0.312312312,0.345345345,0.351351351,0.716981132,0.455445545,0.272727273,0.384615385,595,5.5,0.55,65.1,0.705878398,5.7,-0.7,15.3,24.7,2.6,7.5,16.5,7.3,0,6.8,-0.2,F,imputed
Brandon Williams,80.625,74,190,79,188,0.425531915,0.175531915,0.079787234,0.069148936,0.239361702,0.308510638,0.60106383,0.6375,0.533333333,0.461538462,0.4,487,6,0.6,59.91,0.523400459,5.3,-0.146052632,11.8,24.3,0,0,20,5.1,0,0,-0.125,G,imputed
Bryce McGowens,75.29,78,190,80.75,14,0.142857143,0.5,0.071428571,0.071428571,0.214285714,0.285714286,0.642857143,1,0,0,0,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Bub Carrington,80.625,76,190,80,748,0.122994652,0.14171123,0.191176471,0.084224599,0.45855615,0.542780749,0.264705882,0.532608696,0.475524476,0.333333333,0.341107872,2458,7.4,0.74,59.5,0.289211839,6.2,-0.4,5.1,29.5,0,0,22.7,11,3.4,1.8,-1.8,G,imputed
CJ McCollum,85.05,75,190,78.25,1000,0.187,0.219,0.135,0.068,0.391,0.459,0.406,0.620320856,0.414814815,0.352941176,0.375959079,1832,4.9,0.49,57.6,0.580100784,5,-1.8,6.6,26.6,1.4,0,21,9.4,1.5,9.7,-0.7,G,measured
Cam Christie,83.77,77,190,80,24,0.333333333,0.083333333,0.041666667,0.125,0.416666667,0.541666667,0.416666667,0.5,0,0,0.2,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Cody Williams,77.03,80,190,85,257,0.140077821,0.249027237,0.085603113,0.311284047,0.214007782,0.525291829,0.389105058,0.5,0.227272727,0.25,0.272727273,1060,3,0.3,44.9,0.101531377,0.1,-1,3.8,9.1,0,0,41.8,4.7,3.5,6.9,-4.5,F,measured
Collin Sexton,80.625,75,190,79.25,867,0.207612457,0.362168397,0.117647059,0.070357555,0.24106113,0.311418685,0.569780854,0.622222222,0.352941176,0.459016393,0.392344498,1758,4.9,0.49,72.1,0.633136851,5.3,-2.8,12.2,27.4,0,0,16.8,8.5,3.6,4.1,-1.2,G,imputed
Derrick White,80.75,76,190,79.5,959,0.107403545,0.114702815,0.057351408,0.128258603,0.592283629,0.720542231,0.222106361,0.718446602,0.418181818,0.430894309,0.373239437,2574,6.8,0.68,72.1,0.430413551,9.1,1.5,4.1,22.9,2.5,0,35.2,4.7,2.2,4.9,3.5,G,measured
Immanuel Quickley,76.69,74,190,80.25,438,0.146118721,0.244292237,0.095890411,0.057077626,0.4543379,0.511415525,0.390410959,0.578125,0.404761905,0.4,0.376884422,918,7.6,0.76,73.6,0.670938875,8.4,0,7.3,27.9,0,0,14,11.3,2.6,5.6,1.6,G,measured
Jalen Brunson,79.59,74,190,76,1200,0.188333333,0.291666667,0.189166667,0.049166667,0.281666667,0.330833333,0.48,0.64159292,0.449339207,0.406779661,0.378698225,2301,7.3,0.73,66.9,0.820065596,5.7,-1.6,17.3,39.4,0,3,10.1,6,2,3,2.9,G,measured
Jamal Cain,85.83,79,190,83,158,0.240506329,0.202531646,0.050632911,0.246835443,0.259493671,0.506329114,0.443037975,0.657894737,0.25,0.307692308,0.341463415,502,1.5,0.15,48.4,0.202465268,0.3,-0.5,0,5.4,0,0,40.6,0,0,0,-2.1,G,imputed
Jordan Hawkins,80.625,77,190,78.75,556,0.104316547,0.124100719,0.174460432,0.15647482,0.440647482,0.597122302,0.228417266,0.551724138,0.391752577,0.402298851,0.306122449,1321,1.7,0.17,64.3,0.298250698,2.2,-2.5,2.9,14.8,2,0,28.1,11.3,0,12.7,-4,G,imputed
Landry Shamet,80.41,77,190,78.75,230,0.152173913,0.07826087,0.091304348,0.27826087,0.395652174,0.673913043,0.230434783,0.685714286,0.476190476,0.453125,0.362637363,762,1.5,0.15,59.4,0.154367916,5.2,-0.3,0,4.2,0,0,44.8,8.5,7.3,8.1,-1.4,G,measured
Lonzo Ball,80.625,78,190,81,243,0.082304527,0.074074074,0.041152263,0.181069959,0.604938272,0.78600823,0.156378601,0.55,0.3,0.386363636,0.340136054,777,7.2,0.72,61.8,0.290394555,5.6,2,0,18.3,0,0,41.7,6.4,0,0,1.8,G,imputed
Max Christie,82.41,77,190,80.75,590,0.186440678,0.179661017,0.101694915,0.198305085,0.330508475,0.528813559,0.366101695,0.745454545,0.35,0.384615385,0.358974359,2127,3.7,0.37,66.4,0.19471806,3.6,-0.7,9.2,12.75,4.4,0,39.7,4.8,8.5,2.9,-2.1,G,measured
T.J. McConnell,80.625,73,190,74,624,0.3125,0.394230769,0.21474359,0.025641026,0.051282051,0.076923077,0.706730769,0.646153846,0.447761194,0.375,0.28125,1415,8.6,0.86,45.8,0.576843251,2.6,-0.2,4.9,50.5,0,0,12.6,4.8,5.2,0,0.4,G,imputed
Terry Rozier,84.77,73,190,80.25,635,0.226771654,0.188976378,0.099212598,0.218897638,0.25984252,0.478740157,0.415748031,0.569444444,0.444444444,0.273381295,0.321212121,1658,4.3,0.43,62,0.34401959,1.9,-1,5,25.2,0,0,26.7,6.3,2,3.2,-2.5,G,measured
Trevelin Queen,80.625,78,190,82,147,0.31292517,0.129251701,0.034013605,0.129251701,0.367346939,0.496598639,0.442176871,0.586956522,0.2,0.421052632,0.259259259,430,4.3,0.43,59.91,0.275024127,1,-0.146052632,5.6,19.6,0,0,25.7,6.7,7.8,0,-0.125,G,imputed
Trey Alexander,73.855,76,190,82,41,0.146341463,0.170731707,0.268292683,0.12195122,0.292682927,0.414634146,0.317073171,0.333333333,0.454545455,0.4,0.083333333,117,4.6,0.46,59.91,0.236626904,0.9,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Andrew Nembhard,73.89,76,191,77.75,539,0.220779221,0.228200371,0.226345083,0.087198516,0.235621521,0.322820037,0.448979592,0.697478992,0.459016393,0.29787234,0.291338583,1881,8,0.8,51.8,0.328530258,6,0.6,6.2,28.3,0,0,26.2,5.2,2.8,1.7,-0.2,G-F,measured
Darius Garland,80.625,73,192,77,1174,0.180579216,0.224872232,0.1439523,0.071550256,0.378194208,0.449744463,0.405451448,0.608490566,0.437869822,0.380952381,0.405405405,2301,7.6,0.76,77.6,0.766101604,8.1,-1,7.8,42.7,0,0,16.6,7.5,1.2,3.3,2.6,F,imputed
D'Angelo Russell,80.625,75,193,81.75,638,0.131661442,0.21630094,0.087774295,0.051724138,0.509404389,0.561128527,0.347962382,0.619047619,0.339285714,0.272727273,0.32,1480,7.6,0.76,64.8,0.577618093,6.3,-0.2,5.6,36.35,4.4,0,0,9.1,2.6,0,1,G-F,imputed
Jared Butler,80.625,75,193,76,453,0.236203091,0.304635762,0.086092715,0.08388521,0.289183223,0.373068433,0.540838852,0.672897196,0.461538462,0.447368421,0.328244275,1044,8.4,0.84,62.3,0.60341979,5.8,-0.6,12.35,39.35,0,0,12.8,3.2,0,0,-0.3,G,imputed
Rayan Rupert,74.99,78,193,87,142,0.309859155,0.23943662,0.035211268,0.161971831,0.253521127,0.415492958,0.549295775,0.568181818,0.8,0.391304348,0.194444444,460,1.2,0.12,59.91,0.202314276,0.2,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Damion Baugh,80.625,76,194,82,130,0.261538462,0.284615385,0.023076923,0.146153846,0.284615385,0.430769231,0.546153846,0.558823529,0.333333333,0.105263158,0.27027027,370,6.6,0.66,53.04545455,0.342739749,1.1,0.763636364,0,25.7,0,0,0,7.8,0,0,0.895454545,F-C,imputed
Jordan Clarkson,83.35,77,194,80,493,0.119675456,0.312373225,0.097363083,0.052738337,0.411764706,0.464503043,0.432048682,0.576271186,0.395833333,0.461538462,0.354679803,962,5.2,0.52,64.2,0.611341361,3,-2.5,15.5,25.7,1.9,0,14.9,8.9,1.7,7.5,-2.2,G,measured
Jordan Miller,83.17,77,194,83.75,134,0.432835821,0.246268657,0.037313433,0.097014925,0.186567164,0.28358209,0.679104478,0.568965517,0.2,0.153846154,0.24,420,3.6,0.36,59.91,0.25968559,2.2,-0.146052632,6.8,11.3,0,0,26,17.5,0,0,-0.125,G,measured
Jordan Poole,75.34,76,194,78.75,1057,0.209082308,0.132450331,0.070009461,0.053926206,0.531693472,0.585619678,0.34153264,0.678733032,0.337837838,0.333333333,0.384341637,2001,5.2,0.52,79.9,0.669863252,7.4,-1.8,5.6,30.7,1,0,12.7,9.6,1.9,7.5,-1.3,G,measured
Antonio Reeves,75.99,78,195,82,248,0.221774194,0.173387097,0.084677419,0.189516129,0.326612903,0.516129032,0.39516129,0.581818182,0.380952381,0.340425532,0.432098765,660,2.5,0.25,64,0.276874396,5.3,-1.5,5.1,10.9,0,0,28.7,10.2,6.5,6.1,-3,G,measured
