player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,position,ath__athleticism_source,dominance__cpm
Kevin Love,97.69,82.0,251.0,83.25,115.0,0.234782609,0.12173913,0.060869565,0.12173913,0.452173913,0.573913043,0.356521739,0.407407407,0.285714286,0.357142857,0.365384615,251.0,4.0,0.4,56.516129032258064,0.4332722250738384,7.5,-0.0419354838709677,0.0,0.0,10.0,8.6,30.7,0.0,8.6,0.0,G-F,measured,-0.4838709677419355
Kevin McCullar Jr.,80.625,78.0,210.0,81.0,7.0,0.285714286,0.428571429,0.142857143,0.0,0.142857143,0.142857143,0.714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,imputed,-0.009009009009009009
Kevin Porter Jr.,79.55,76.0,203.0,81.0,652.0,0.214723926,0.279141104,0.234662577,0.036809816,0.234662577,0.271472393,0.493865031,0.621428571,0.45751634,0.416666667,0.294117647,1482.0,6.7,0.67,52.7,0.5648378410906347,1.7,0.4,14.8,35.55,0.0,0.0,12.7,5.6,3.2,0.0,G,measured,-0.2
Kevon Looney,85.83,81.0,222.0,87.5,278.0,0.669064748,0.212230216,0.100719424,0.007194245,0.007194245,0.014388489,0.881294964,0.639784946,0.178571429,1.0,0.0,1142.0,6.6,0.66,7.8,0.1701797568686403,3.4,2.2,0.0,0.0,12.5,4.4,5.0,0.0,25.5,0.0,F,imputed,1.8
Keyonte George,80.625,76.0,185.0,78.0,919.0,0.109902067,0.249183896,0.089227421,0.080522307,0.471164309,0.551686616,0.359085963,0.613861386,0.353658537,0.486486486,0.318706697,2109.0,7.0,0.7,65.8,0.5659870199088215,3.7,-3.3,11.8,31.6,1.1,0.0,17.8,9.6,2.5,5.2,F,imputed,-3.6
Khris Middleton,82.6,79.0,222.0,82.75,337.0,0.09495549,0.210682493,0.299703264,0.065281899,0.326409496,0.391691395,0.305637982,0.625,0.504950495,0.318181818,0.372727273,843.0,7.7,0.77,65.4,0.5189213936607281,9.4,0.0,6.35,28.65,0.0,10.9,15.4,9.0,0.0,11.3,G,measured,0.6
Klay Thompson,76.5,77.0,220.0,81.0,877.0,0.080957811,0.096921323,0.191562144,0.177879133,0.45267959,0.630558723,0.177879133,0.676056338,0.404761905,0.384615385,0.392947103,1965.0,3.2,0.32,78.5,0.3625370219021255,7.5,-1.7,4.2,7.2,2.8,1.8,27.9,13.9,4.0,14.4,G,measured,-1.1
Kobe Brown,94.3,79.0,250.0,85.0,72.0,0.444444444,0.194444444,0.0,0.083333333,0.277777778,0.361111111,0.638888889,0.625,0.0,0.5,0.15,272.0,5.3,0.53,56.07222222222222,0.1754792088058909,2.1,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Kobe Bufkin,76.07,76.0,195.0,79.75,47.0,0.29787234,0.212765957,0.085106383,0.127659574,0.255319149,0.382978723,0.510638298,0.5,0.25,0.166666667,0.25,124.0,5.8,0.58,59.91,0.3732975265378978,0.8,-0.1460526315789473,0.0,26.6,0.0,0.0,26.6,0.0,0.0,0.0,G,measured,-0.125
Kris Dunn,80.625,75.0,205.0,81.0,437.0,0.203661327,0.256292906,0.027459954,0.256292906,0.254004577,0.510297483,0.459954233,0.696629213,0.416666667,0.348214286,0.324324324,1783.0,7.1,0.71,48.6,0.1873350253394263,3.3,3.0,2.3,5.6,4.2,0.0,43.8,0.0,6.5,0.0,G,imputed,2.1
Kris Murray,84.85,80.0,218.0,83.75,279.0,0.448028674,0.114695341,0.007168459,0.218637993,0.211469534,0.430107527,0.562724014,0.624,1.0,0.278688525,0.169491525,1040.0,3.7,0.37,21.8,0.1505145438883269,0.4,0.9,0.0,0.0,0.0,0.0,38.9,6.1,5.8,0.0,F,measured,-0.9
Kristaps Porzingis,95.17,86.0,240.0,90.0,574.0,0.219512195,0.242160279,0.102787456,0.029616725,0.405923345,0.43554007,0.461672474,0.69047619,0.355932203,0.352941176,0.416309013,1210.0,3.5,0.35,69.0,0.4875682487190533,9.3,2.4,2.6,0.0,21.6,20.8,19.6,0.0,9.6,3.5,F-C,imputed,4.3
Kyle Anderson,89.825,80.0,230.0,86.75,303.0,0.267326733,0.405940594,0.095709571,0.108910891,0.108910891,0.217821782,0.673267327,0.703703704,0.310344828,0.424242424,0.333333333,1002.0,8.0,0.8,49.5,0.3062984381845621,7.5,1.6,11.1,9.7,10.6,0.0,33.7,0.0,13.6,0.0,F-G,imputed,-0.1
Kyle Filipowski,84.22,83.0,250.0,82.5,518.0,0.301158301,0.254826255,0.019305019,0.148648649,0.274131274,0.422779923,0.555984556,0.666666667,0.5,0.376623377,0.338028169,1522.0,4.2,0.42,43.4,0.312035617649086,2.6,-0.7,4.8,2.3,9.7,4.1,27.6,0.0,13.4,2.8,C,measured,-1.2
Kyle Kuzma,82.29,81.0,221.0,79.0,848.0,0.278301887,0.251179245,0.100235849,0.100235849,0.265330189,0.365566038,0.529481132,0.699152542,0.329411765,0.341176471,0.293333333,1936.0,3.0,0.3,38.2,0.3931334194217367,1.5,-1.2,5.5,15.7,2.2,5.0,20.3,6.699999999999999,6.1,3.9,F,measured,-3.0
Kyle Lowry,80.625,72.0,196.0,74.0,117.0,0.051282051,0.11965812,0.076923077,0.170940171,0.564102564,0.735042735,0.170940171,0.666666667,0.333333333,0.35,0.333333333,659.0,9.1,0.91,57.4,0.154369954832671,7.6,1.3,0.0,17.5,0.0,0.0,35.7,6.5,0.0,0.0,G,imputed,-0.8
Kyrie Irving,80.625,74.0,195.0,76.0,945.0,0.198941799,0.237037037,0.184126984,0.063492063,0.315343915,0.378835979,0.435978836,0.675531915,0.408045977,0.5,0.382550336,1804.0,4.8,0.48,80.3,0.6048656729141902,7.3,-0.4,22.4,22.7,1.4,4.0,10.7,6.8,3.2,3.9,G,imputed,3.2
Kyshawn George,78.42,80.0,200.0,82.25,546.0,0.201465201,0.102564103,0.047619048,0.135531136,0.507326007,0.642857143,0.304029304,0.572727273,0.269230769,0.351351351,0.317689531,1802.0,4.8,0.48,54.0,0.2279064762090794,3.3,0.8,2.5,16.9,0.0,0.0,29.7,10.1,3.1,2.9,F,measured,-1.5
LaMelo Ball,80.625,79.0,180.0,80.0,1003.0,0.178464606,0.210368893,0.084745763,0.049850449,0.469591226,0.519441675,0.3888335,0.536312849,0.388235294,0.32,0.346072187,1505.0,7.1,0.71,73.1,0.9845394240428792,5.9,-1.7,10.6,37.2,0.0,0.0,14.0,8.0,0.0,3.2,F,imputed,1.3
Lamar Stevens,102.01,79.0,230.0,81.0,63.0,0.301587302,0.206349206,0.063492063,0.158730159,0.253968254,0.412698413,0.507936508,0.526315789,0.75,0.2,0.375,155.0,1.3,0.13,59.91,0.2833399202228668,0.5,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,measured,-0.125
Landry Shamet,80.41,77.0,190.0,78.75,230.0,0.152173913,0.07826087,0.091304348,0.27826087,0.395652174,0.673913043,0.230434783,0.685714286,0.476190476,0.453125,0.362637363,762.0,1.5,0.15,59.4,0.1543679163461532,5.2,-0.3,0.0,4.2,0.0,0.0,44.8,8.5,7.3,8.1,G,measured,-1.4
Larry Nance Jr.,95.17,80.0,245.0,85.5,155.0,0.309677419,0.15483871,0.04516129,0.180645161,0.296774194,0.477419355,0.464516129,0.6875,0.428571429,0.464285714,0.456521739,463.0,4.6,0.46,53.04545454545455,0.2388276922934279,8.2,0.7636363636363637,0.0,0.0,15.8,0.0,36.7,0.0,21.5,0.0,F-C,imputed,0.8954545454545454
Lauri Markkanen,95.17,85.0,240.0,83.0,700.0,0.201428571,0.167142857,0.061428571,0.104285714,0.464285714,0.568571429,0.368571429,0.638297872,0.325581395,0.410958904,0.332307692,1476.0,2.1,0.21,73.3,0.3799540595224427,6.2,-0.9,4.6,2.6,11.8,3.8,17.8,10.5,7.1,17.8,F-C,imputed,1.0
LeBron James,85.83,81.0,250.0,84.25,1270.0,0.303937008,0.212598425,0.171653543,0.029133858,0.281102362,0.31023622,0.516535433,0.743523316,0.435779817,0.351351351,0.380952381,2444.0,8.4,0.84,60.4,0.8664449339495344,8.3,0.1,16.6,17.8,3.1,12.9,10.6,3.9,3.6,2.7,F,imputed,3.7
Leonard Miller,87.71,82.0,220.0,86.0,15.0,0.466666667,0.133333333,0.066666667,0.0,0.333333333,0.333333333,0.6,0.714285714,0.0,0.0,0.0,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Lester Quinones,80.625,77.0,208.0,79.0,78.0,0.256410256,0.115384615,0.064102564,0.08974359,0.474358974,0.564102564,0.371794872,0.75,0.0,0.285714286,0.297297297,183.0,5.5,0.55,59.91,0.4381910563919383,1.6,-0.1460526315789473,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,G,imputed,-0.125
Lindy Waters III,85.83,78.0,210.0,81.0,249.0,0.092369478,0.080321285,0.080321285,0.232931727,0.514056225,0.746987952,0.172690763,0.565217391,0.35,0.327586207,0.3515625,778.0,3.9,0.39,58.7,0.1817467988738643,3.0,-0.3,0.0,0.0,0.0,0.0,41.8,8.4,0.0,13.8,F,imputed,-1.7
Lonnie Walker IV,84.81,76.0,204.0,82.5,212.0,0.183962264,0.122641509,0.094339623,0.089622642,0.495283019,0.58490566,0.306603774,0.615384615,0.4,0.315789474,0.371428571,477.0,4.6,0.46,56.516129032258064,0.4315509718377401,5.7,-0.0419354838709677,8.4,23.7,0.0,0.0,0.0,0.0,0.0,6.0,G-F,imputed,-0.4838709677419355
Lonzo Ball,80.625,78.0,190.0,81.0,243.0,0.082304527,0.074074074,0.041152263,0.181069959,0.604938272,0.78600823,0.156378601,0.55,0.3,0.386363636,0.340136054,777.0,7.2,0.72,61.8,0.290394555406741,5.6,2.0,0.0,18.3,0.0,0.0,41.7,6.4,0.0,0.0,G,imputed,1.8
Luguentz Dort,94.43,76.0,220.0,80.5,593.0,0.15851602,0.087689713,0.057335582,0.188870152,0.507588533,0.696458685,0.246205734,0.574468085,0.470588235,0.419642857,0.408637874,2073.0,3.3,0.33,60.2,0.1470736835736588,6.8,1.2,0.0,3.9,3.9,0.0,49.8,2.0,5.9,0.0,G,measured,1.1
Luka Doncic,89.825,78.0,230.0,83.0,1025.0,0.154146341,0.223414634,0.153170732,0.024390244,0.442926829,0.467317073,0.377560976,0.708860759,0.388535032,0.4,0.36784141,1769.0,7.6,0.76,66.0,0.9315063483757487,9.1,1.2,18.700000000000003,33.95,0.0,4.55,9.1,5.2,1.7,2.9,F-G,imputed,6.3
Luka Garza,80.55,82.0,243.0,85.5,105.0,0.361904762,0.228571429,0.066666667,0.028571429,0.314285714,0.342857143,0.59047619,0.684210526,0.285714286,0.0,0.303030303,219.0,1.8,0.18,39.917142857142856,0.4296484817496832,2.5,0.9617647058823532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,measured,0.6027777777777777
Luke Kennard,80.625,77.0,206.0,77.25,431.0,0.106728538,0.164733179,0.118329466,0.153132251,0.454756381,0.607888631,0.271461717,0.717391304,0.470588235,0.515151515,0.408163265,1472.0,7.7,0.77,74.7,0.2935114573540334,9.5,-1.1,2.1,12.3,2.9,0.0,36.5,5.0,3.8,7.9,G,imputed,-0.4
Luke Kornet,89.695,85.0,250.0,85.0,280.0,0.803571429,0.164285714,0.021428571,0.003571429,0.007142857,0.010714286,0.967857143,0.728888889,0.666666667,0.0,0.0,1361.0,6.8,0.68,33.1,0.1263552148390336,9.1,2.3,0.0,0.0,18.1,3.4,0.0,0.0,33.9,0.0,C-F,imputed,2.7
Luke Travers,85.83,80.0,210.0,82.0,20.0,0.55,0.0,0.0,0.25,0.2,0.45,0.55,0.454545455,0.0,0.0,0.0,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,imputed,-0.009009009009009009
Mac McClung,80.625,74.0,185.0,74.0,2.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.91,0.0,5.0,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,imputed,-0.125
Malaki Branham,78.43,76.0,180.0,82.0,190.0,0.221052632,0.205263158,0.131578947,0.089473684,0.352631579,0.442105263,0.426315789,0.761904762,0.32,0.470588235,0.388059701,427.0,3.2,0.32,56.07222222222222,0.4328828375009195,5.2,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Malcolm Brogdon,90.13,77.0,229.0,82.5,240.0,0.354166667,0.258333333,0.154166667,0.020833333,0.208333333,0.229166667,0.6125,0.647058824,0.27027027,0.4,0.28,564.0,6.6,0.66,61.5,0.5230568645069735,6.0,-1.0,4.4,40.8,0.0,0.0,16.8,7.5,0.0,0.0,G,measured,-1.1
Malik Beasley,80.625,76.0,187.0,79.0,1071.0,0.083099907,0.12605042,0.075630252,0.155929038,0.557422969,0.713352007,0.209150327,0.617977528,0.407407407,0.526946108,0.386934673,2283.0,2.6,0.26,62.6,0.3726681490473691,6.3,-0.8,2.5,10.5,3.2,0.0,26.2,11.9,0.9,16.7,G,imputed,0.4
Malik Monk,80.625,75.0,200.0,77.0,939.0,0.197018104,0.250266241,0.096911608,0.056443024,0.397231097,0.453674121,0.447284345,0.616216216,0.406593407,0.452830189,0.308310992,2054.0,7.0,0.7,68.1,0.5704075806393321,5.1,-1.1,7.9,27.7,1.4,0.0,21.0,11.7,1.8,2.6,G,imputed,-0.4
MarJon Beauchamp,85.83,79.0,199.0,84.75,65.0,0.230769231,0.123076923,0.2,0.153846154,0.292307692,0.446153846,0.353846154,0.733333333,0.307692308,0.3,0.368421053,156.0,1.5,0.15,59.91,0.4032677865546791,0.9,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,imputed,-0.125
Marcus Sasser,74.85,73.0,195.0,79.0,296.0,0.155405405,0.192567568,0.138513514,0.077702703,0.435810811,0.513513514,0.347972973,0.695652174,0.414634146,0.391304348,0.379844961,811.0,6.9,0.69,65.8,0.4366476038556052,6.2,-0.5,8.3,35.8,0.0,0.0,16.6,6.1,0.0,0.0,G,measured,-0.9
Marcus Smart,97.21,75.0,220.0,81.25,257.0,0.101167315,0.299610895,0.050583658,0.155642023,0.381322957,0.536964981,0.40077821,0.653846154,0.615384615,0.325,0.367346939,680.0,6.3,0.63,57.1,0.4306551875443057,3.9,0.8,10.35,18.85,0.0,0.0,34.5,9.8,0.0,0.0,F,measured,0.4
Marcus Smart,97.21,75.0,220.0,81.25,257.0,0.101167315,0.299610895,0.050583658,0.155642023,0.381322957,0.536964981,0.40077821,0.653846154,0.615384615,0.325,0.367346939,680.0,6.3,0.63,57.1,0.4306551875443057,3.9,0.8,10.35,18.85,0.0,0.0,34.5,9.8,0.0,0.0,F,measured,0.4
Mark Williams,93.27,85.0,240.0,90.5,447.0,0.675615213,0.29082774,0.024608501,0.002237136,0.006711409,0.008948546,0.966442953,0.71192053,0.545454545,0.0,0.0,1171.0,4.1,0.41,53.4,0.3466266591489066,4.0,0.3,0.0,0.0,28.8,7.5,0.0,0.0,27.6,0.0,C,imputed,0.5
Markelle Fultz,80.625,76.0,209.0,81.0,67.0,0.074626866,0.507462687,0.298507463,0.089552239,0.029850746,0.119402985,0.582089552,0.8,0.25,0.5,0.5,184.0,5.9,0.59,59.91,0.3733796003382827,1.3,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,imputed,-0.125
Markieff Morris,85.83,81.0,245.0,82.75,70.0,0.114285714,0.142857143,0.228571429,0.157142857,0.342857143,0.5,0.257142857,0.125,0.3125,0.090909091,0.333333333,165.0,6.5,0.65,56.07222222222222,0.3542482864409702,2.7,0.1448598130841121,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,F,imputed,-0.009009009009009009
Marvin Bagley III,85.83,82.0,235.0,84.0,106.0,0.556603774,0.216981132,0.047169811,0.056603774,0.122641509,0.179245283,0.773584906,0.711864407,0.4,0.166666667,0.153846154,265.0,1.5,0.15,56.07222222222222,0.2874450933752751,2.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,imputed,-0.009009009009009009
Mason Jones,71.85,76.0,200.0,79.0,18.0,0.166666667,0.388888889,0.0,0.055555556,0.388888889,0.444444444,0.555555556,1.0,0.0,0.0,0.142857143,0.0,0.0,0.0,59.91,0.0,5.0,-0.1460526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,measured,-0.125
Mason Plumlee,94.91,82.0,254.0,83.0,202.0,0.707920792,0.247524752,0.024752475,0.00990099,0.004950495,0.014851485,0.955445545,0.762237762,0.0,0.0,0.0,1300.0,7.2,0.72,21.4,0.1127228804833005,4.3,1.4,0.0,0.0,20.9,0.0,0.0,0.0,37.2,0.0,F-C,measured,0.1
Matas Buzelis,82.96,82.0,209.0,82.0,555.0,0.369369369,0.120720721,0.030630631,0.243243243,0.236036036,0.479279279,0.49009009,0.590243902,0.294117647,0.362962963,0.358778626,1511.0,2.0,0.2,62.6,0.2494402492669245,6.0,0.0,4.3,7.2,2.4,0.0,39.4,2.4,7.4,2.4,F,measured,-1.3
Matisse Thybulle,84.81,77.0,202.0,83.5,88.0,0.215909091,0.215909091,0.022727273,0.295454545,0.25,0.545454545,0.431818182,0.684210526,0.0,0.423076923,0.454545455,312.0,5.4,0.54,56.516129032258064,0.2175337129886977,5.7,-0.0419354838709677,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,G-F,imputed,-0.4838709677419355
Max Christie,82.41,77.0,190.0,80.75,590.0,0.186440678,0.179661017,0.101694915,0.198305085,0.330508475,0.528813559,0.366101695,0.745454545,0.35,0.384615385,0.358974359,2127.0,3.7,0.37,66.4,0.194718060379556,3.6,-0.7,9.2,12.75,4.4,0.0,39.7,4.8,8.5,2.9,G,measured,-2.1
Max Strus,84.81,77.0,215.0,79.5,373.0,0.158176944,0.053619303,0.002680965,0.249329759,0.533512064,0.782841823,0.211796247,0.745762712,0.0,0.397849462,0.381909548,1273.0,7.1,0.71,67.1,0.2626198053307132,9.4,0.1,0.0,5.4,5.7,0.0,35.8,9.8,4.3,9.8,G-F,imputed,0.5
Maxi Kleber,85.83,82.0,240.0,82.75,96.0,0.239583333,0.145833333,0.104166667,0.177083333,0.333333333,0.510416667,0.385416667,0.565217391,0.7,0.235294118,0.28125,637.0,5.6,0.56,48.8,0.0305512975529556,5.5,0.8,0.0,0.0,12.5,0.0,50.8,0.0,0.0,0.0,F,imputed,-1.9
Maxwell Lewis,89.37,79.0,215.0,84.0,108.0,0.277777778,0.194444444,0.064814815,0.185185185,0.277777778,0.462962963,0.472222222,0.633333333,0.142857143,0.35,0.4,327.0,2.7,0.27,56.07222222222222,0.2165690633375264,1.8,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Micah Potter,93.27,82.0,240.0,86.0,135.0,0.185185185,0.081481481,0.007407407,0.42962963,0.296296296,0.725925926,0.266666667,0.76,1.0,0.327586207,0.3,705.0,2.0,0.2,55.9,0.0482400204503953,4.7,-0.2,0.0,0.0,12.0,0.0,37.7,0.0,8.6,0.0,C,imputed,-2.4
Michael Porter Jr.,85.83,82.0,218.0,84.0,1048.0,0.279580153,0.127862595,0.125954198,0.060114504,0.398854962,0.458969466,0.407442748,0.737201365,0.409090909,0.507936508,0.385167464,2593.0,3.3,0.33,63.2,0.3221533401871869,6.6,-0.8,1.5,4.4,2.2,0.9,21.5,12.9,11.0,12.7,F,imputed,0.9
Mikal Bridges,84.81,78.0,209.0,85.0,1183.0,0.203719358,0.226542688,0.178360101,0.18512257,0.196956889,0.382079459,0.430262046,0.755186722,0.507109005,0.424657534,0.30472103,3036.0,5.2,0.52,61.1,0.3563399433494174,6.6,-0.2,1.7,12.9,2.4,4.3,25.7,7.1,10.6,5.4,G-F,imputed,0.5
Mike Conley,83.92,73.0,175.0,77.75,468.0,0.11965812,0.16025641,0.057692308,0.188034188,0.472222222,0.66025641,0.27991453,0.535714286,0.185185185,0.5,0.375565611,1756.0,9.0,0.9,74.3,0.3331420239635965,9.5,1.2,2.8,29.2,0.0,0.0,30.9,10.4,0.0,5.5,G,measured,1.5
Miles Bridges,85.83,79.0,225.0,81.5,1089.0,0.303030303,0.232323232,0.051423324,0.101928375,0.305785124,0.407713499,0.535353535,0.654545455,0.303571429,0.378378378,0.297297297,2029.0,4.8,0.48,67.5,0.583174232230973,7.3,-0.8,11.5,25.5,4.1,1.6,20.2,5.3,3.6,5.7,F,imputed,0.1
Miles McBride,82.56,74.0,195.0,80.75,547.0,0.166361974,0.104204753,0.15904936,0.166361974,0.398537477,0.564899452,0.270566728,0.505494505,0.494252874,0.373626374,0.371559633,1593.0,6.1,0.61,63.7,0.3019114151355875,6.7,0.7,8.2,19.1,0.0,0.0,31.6,7.3,3.3,4.2,G,measured,0.8
Miles Norris,85.83,80.0,220.0,86.0,9.0,0.111111111,0.111111111,0.0,0.0,0.777777778,0.777777778,0.222222222,0.0,0.0,0.0,0.285714286,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,imputed,-0.009009009009009009
Mitchell Robinson,89.695,84.0,240.0,88.0,56.0,0.946428571,0.053571429,0.0,0.0,0.0,0.0,1.0,0.679245283,0.0,0.0,0.0,290.0,2.7,0.27,47.86923076923077,0.0821010714150797,2.2,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,C-F,imputed,0.8583333333333334
Monte Morris,70.9,74.0,183.0,76.0,195.0,0.102564103,0.302564103,0.153846154,0.21025641,0.230769231,0.441025641,0.405128205,0.65,0.466666667,0.365853659,0.355555556,571.0,6.3,0.63,62.2,0.3451352312109741,6.6,-0.2,0.0,27.0,0.0,0.0,38.4,0.0,0.0,0.0,G,measured,-0.3
Moritz Wagner,84.33,83.0,245.0,84.0,249.0,0.582329317,0.112449799,0.004016064,0.096385542,0.204819277,0.301204819,0.694779116,0.689655172,0.0,0.375,0.352941176,564.0,2.5,0.25,51.0,0.5005344279150231,6.5,0.5,5.2,0.0,20.5,7.8,21.7,0.0,16.5,0.0,F-C,measured,0.8
Moses Moody,80.625,77.0,211.0,84.75,568.0,0.198943662,0.153169014,0.054577465,0.225352113,0.367957746,0.593309859,0.352112676,0.725663717,0.161290323,0.4296875,0.339712919,1649.0,2.7,0.27,63.7,0.2434327821909539,5.9,0.2,3.4,2.9,0.0,0.0,37.9,4.7,7.5,13.5,G,imputed,0.3
Mouhamed Gueye,85.83,82.0,210.0,87.25,171.0,0.356725146,0.140350877,0.029239766,0.286549708,0.187134503,0.473684211,0.497076023,0.639344262,0.4,0.244897959,0.28125,533.0,2.7,0.27,48.9,0.1808089584369785,4.1,1.9,0.0,0.0,0.0,0.0,40.5,0.0,17.1,0.0,F,imputed,0.5
Moussa Diabate,84.89,81.0,210.0,86.5,280.0,0.714285714,0.253571429,0.010714286,0.007142857,0.014285714,0.021428571,0.967857143,0.66,0.666666667,0.0,0.0,1241.0,1.6,0.16,11.4,0.1273145860159882,0.6,0.6,0.0,0.0,22.7,2.8,4.1,0.0,24.5,0.0,F,measured,-0.4
Myles Turner,89.695,83.0,250.0,88.0,811.0,0.230579531,0.193588163,0.09001233,0.069050555,0.41676942,0.485819975,0.424167694,0.695187166,0.547945205,0.5,0.378698225,2174.0,1.7,0.17,61.1,0.3034125630366165,6.7,1.7,1.1,0.0,27.9,9.5,24.7,1.4,11.8,0.0,C-F,imputed,2.2
N'Faly Dante,92.72,83.0,255.0,89.0,13.0,0.692307692,0.230769231,0.076923077,0.0,0.0,0.0,0.923076923,0.777777778,0.0,0.0,0.0,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Nae'Qwan Tomlin,78.35,82.0,210.0,84.0,32.0,0.53125,0.15625,0.0,0.03125,0.28125,0.3125,0.6875,0.529411765,0.0,0.0,0.222222222,0.0,0.0,0.0,56.07222222222222,0.0,5.0,0.1448598130841121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,measured,-0.009009009009009009
Naji Marshall,88.82,78.0,220.0,84.75,712.0,0.293539326,0.344101124,0.056179775,0.148876404,0.146067416,0.29494382,0.637640449,0.708133971,0.575,0.29245283,0.278846154,1919.0,5.0,0.5,53.2,0.3525753731592263,5.2,0.0,5.1,13.3,2.5,0.0,35.7,2.8,4.5,0.0,G,measured,-0.2
Nate Williams,80.625,78.0,205.0,82.0,62.0,0.193548387,0.35483871,0.032258065,0.209677419,0.209677419,0.419354839,0.548387097,0.75,0.5,0.230769231,0.230769231,147.0,1.2,0.12,47.86923076923077,0.3308719255345421,0.1,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C-F,imputed,0.8583333333333334
Naz Reid,88.94,81.0,264.0,87.25,923.0,0.241603467,0.22751896,0.030335861,0.120260022,0.378114843,0.498374865,0.469122427,0.659192825,0.428571429,0.378378378,0.381088825,2200.0,3.8,0.38,62.3,0.3762347854634019,8.2,1.1,2.4,4.3,12.9,6.0,32.9,3.5,5.0,9.5,C,measured,1.5
Neemias Queta,82.885,84.0,248.0,88.25,203.0,0.714285714,0.251231527,0.019704433,0.004926108,0.004926108,0.009852217,0.965517241,0.710344828,0.75,0.0,0.0,863.0,2.6,0.26,43.1,0.144297136096731,4.6,0.8,0.0,0.0,17.3,0.0,0.0,0.0,39.5,0.0,C,measured,-0.3
Nic Claxton,93.27,83.0,215.0,86.5,568.0,0.568661972,0.336267606,0.058098592,0.014084507,0.022887324,0.036971831,0.904929577,0.715170279,0.363636364,0.25,0.230769231,1882.0,4.5,0.45,0.0,0.2356118234590563,0.9,1.4,4.8,2.2,16.9,5.2,10.6,0.0,24.5,0.0,C,imputed,-0.6
Nick Richards,94.74,83.0,245.0,86.25,347.0,0.634005764,0.311239193,0.048991354,0.005763689,0.0,0.005763689,0.945244957,0.709090909,0.470588235,0.0,0.0,1256.0,0.3,0.03,40.5,0.2036512240959111,0.3,-0.8,0.0,0.0,26.65,5.3,0.0,0.0,20.9,0.0,C,measured,-2.1
Nick Smith Jr.,80.625,74.0,185.0,80.0,568.0,0.079225352,0.251760563,0.13028169,0.112676056,0.424295775,0.536971831,0.330985915,0.577777778,0.418918919,0.359375,0.336099585,1369.0,4.6,0.46,70.4,0.3712976633929321,4.9,-1.8,6.4,27.7,4.5,0.0,26.6,8.2,1.8,3.7,G,imputed,-3.9
Nickeil Alexander-Walker,80.625,77.0,205.0,81.5,616.0,0.199675325,0.142857143,0.056818182,0.222402597,0.371753247,0.594155844,0.342532468,0.634146341,0.485714286,0.474452555,0.331877729,2073.0,5.8,0.58,62.0,0.2723314957010535,7.5,0.7,0.0,18.3,0.0,0.0,44.2,3.7,2.4,3.1,G,imputed,0.6
